Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Name,Email,Gender
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Tara Bryant,tara.bryant@gmail.com,Female
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8,Dana Burns,dana.burns@outlook.com,Female
45,No,Travel_Rarely,561,Sales,2,3,Other,1,606,4,61,3,2,Sales Executive,2,Married,4805,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7,Steven Howell,steven.howell@outlook.com,Male
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,58,3,1,Human Resources,3,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,Alex Fritz MD,alex.fritz.md@yahoo.com,Male
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,Alexander Valentine,alexander.valentine@outlook.com,Male
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,95,4,4,Research Director,3,Divorced,16184,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5,Antonio Matthews,antonio.matthews@gmail.com,Male
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,44,2,3,Manager,4,Divorced,11557,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1,Dawn Collins,dawn.collins@gmail.com,Female
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,2,69,3,1,Sales Representative,2,Single,1878,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0,Jose Rubio,jose.rubio@gmail.com,Male
40,No,Non-Travel,1094,Sales,28,3,Other,1,615,3,58,1,3,Sales Executive,1,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,Michael Jackson,michael.jackson@yahoo.com,Male
41,No,Non-Travel,509,Research & Development,2,4,Other,1,616,1,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,Mark Jensen,mark.jensen@gmail.com,Male
26,No,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,45,3,2,Sales Executive,3,Divorced,4306,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,Terry Henderson,terry.henderson@outlook.com,Male
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,80,3,2,Sales Executive,3,Single,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3,Michael Mcneil,michael.mcneil@gmail.com,Male
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,74,4,2,Sales Executive,4,Single,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,Wanda Fuller,wanda.fuller@gmail.com,Female
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0,Heather Harrington,heather.harrington@outlook.com,Female
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,59,3,3,Manufacturing Director,4,Single,7491,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2,Clarence Chaney,clarence.chaney@outlook.com,Male
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,86,3,3,Healthcare Representative,3,Married,10527,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2,Sarah Simmons,sarah.simmons@gmail.com,Female
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,91,3,4,Manager,1,Married,16595,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8,Spencer Cisneros,spencer.cisneros@outlook.com,Male
37,No,Non-Travel,142,Sales,9,4,Medical,1,626,1,69,3,3,Sales Executive,2,Divorced,8834,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7,Natasha Rowe,natasha.rowe@gmail.com,Female
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9,Robert Weber,robert.weber@protonmail.com,Male
32,Yes,Non-Travel,1474,Sales,11,4,Other,1,631,4,60,4,2,Sales Executive,3,Married,4707,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2,Andrea Booker,andrea.booker@protonmail.com,Female
24,No,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,38,3,1,Sales Representative,4,Married,2400,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1,David Myers,david.myers@yahoo.com,Male
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,76,3,2,Healthcare Representative,3,Married,9824,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0,Brian Sanford,brian.sanford@gmail.com,Male
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,65,3,2,Manufacturing Director,2,Married,6447,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3,Craig Hill,craig.hill@protonmail.com,Male
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,58,2,5,Research Director,3,Divorced,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9,Kimberly Morris,kimberly.morris@gmail.com,Female
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,89,4,1,Research Scientist,4,Married,2725,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4,Scott Hayes,scott.hayes@gmail.com,Male
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,66,3,2,Sales Executive,2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4,Jennifer Stevens,jennifer.stevens@yahoo.com,Female
24,No,Travel_Rarely,823,Research & Development,17,2,Other,1,643,4,94,2,1,Laboratory Technician,2,Married,2127,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0,Vanessa Nelson,vanessa.nelson@outlook.com,Female
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,99,3,5,Manager,2,Married,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7,Christopher Mason,christopher.mason@protonmail.com,Male
25,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,40,3,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,Dominique Hooper,dominique.hooper@protonmail.com,Female
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2,Karen Moore,karen.moore@gmail.com,Female
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,Jennifer Turner,jennifer.turner@outlook.com,Female
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,83,2,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,Katelyn Singh,katelyn.singh@yahoo.com,Female
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,46,3,2,Sales Executive,1,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,Sarah Huynh,sarah.huynh@yahoo.com,Female
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,54,2,2,Laboratory Technician,4,Single,3681,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2,Virginia Perkins,virginia.perkins@outlook.com,Female
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,66,4,2,Sales Executive,4,Divorced,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7,Joseph Melendez,joseph.melendez@yahoo.com,Male
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,66,2,1,Research Scientist,3,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3,Amanda Allen,amanda.allen@yahoo.com,Female
37,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,75,3,2,Sales Executive,3,Married,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,Richard Richardson,richard.richardson@protonmail.com,Male
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4,83,2,1,Research Scientist,2,Single,2836,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0,Andrew Francis,andrew.francis@gmail.com,Male
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,3,81,3,2,Healthcare Representative,4,Married,4089,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,Jeremiah Holt,jeremiah.holt@protonmail.com,Male
43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,50,2,4,Research Director,4,Divorced,16627,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,Cheryl Simpson,cheryl.simpson@yahoo.com,Female
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,43,3,1,Research Scientist,1,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0,Parker Jones,parker.jones@outlook.com,Male
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7,Justin Miller,justin.miller@gmail.com,Male
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,40,2,4,Manager,1,Married,15402,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2,Breanna Vega,breanna.vega@yahoo.com,Female
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,50,2,2,Human Resources,3,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2,Mackenzie Duncan,mackenzie.duncan@yahoo.com,Female
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6,Christopher Schmitt,christopher.schmitt@protonmail.com,Male
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,85,3,1,Sales Representative,1,Divorced,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,Kellie Perkins,kellie.perkins@yahoo.com,Female
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,49,3,1,Sales Representative,3,Single,3447,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2,Tom Singleton,tom.singleton@yahoo.com,Male
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,35,3,5,Manager,4,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1,Kevin Gordon,kevin.gordon@outlook.com,Male
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,69,3,1,Research Scientist,3,Married,2773,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2,Kristie Smith,kristie.smith@yahoo.com,Female
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,39,3,2,Sales Executive,3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,Autumn Murphy,autumn.murphy@yahoo.com,Female
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1,92,3,2,Research Scientist,4,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5,Joan Miller,joan.miller@outlook.com,Female
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,71,3,1,Research Scientist,3,Divorced,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,Darren Guzman,darren.guzman@protonmail.com,Male
53,No,Travel_Rarely,238,Sales,1,1,Medical,1,682,4,34,3,2,Sales Executive,1,Single,8381,7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10,Margaret Jones,margaret.jones@protonmail.com,Female
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2,42,3,1,Research Scientist,4,Married,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8,Kimberly Baker,kimberly.baker@gmail.com,Female
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,100,3,2,Sales Executive,1,Married,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0,Jacob Ramirez,jacob.ramirez@gmail.com,Male
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,Scott Kline,scott.kline@protonmail.com,Male
37,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,Jennifer Adams,jennifer.adams@outlook.com,Female
29,No,Travel_Rarely,1176,Sales,3,2,Medical,1,690,2,62,3,2,Sales Executive,3,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2,Justin Love,justin.love@protonmail.com,Male
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,82,1,2,Research Scientist,4,Single,6646,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8,Bonnie Trujillo,bonnie.trujillo@yahoo.com,Female
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,3,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7,Daniel Long,daniel.long@gmail.com,Male
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,88,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,Mark Smith MD,mark.smith.md@protonmail.com,Male
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,Nicholas Mullins,nicholas.mullins@protonmail.com,Male
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,54,2,1,Research Scientist,4,Single,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1,Alexis Zuniga,alexis.zuniga@outlook.com,Female
20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,4,32,3,1,Research Scientist,3,Single,1009,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1,Roy Lee,roy.lee@gmail.com,Male
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,1,70,3,1,Research Scientist,1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,Angela Compton,angela.compton@gmail.com,Female
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,3,41,2,1,Laboratory Technician,3,Married,1281,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0,James May,james.may@outlook.com,Male
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,1,58,4,1,Research Scientist,1,Married,2819,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,Terry Stewart,terry.stewart@outlook.com,Male
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,57,4,2,Sales Executive,2,Married,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2,Megan Warner,megan.warner@yahoo.com,Female
38,No,Travel_Rarely,243,Sales,7,4,Marketing,1,709,4,46,2,2,Sales Executive,4,Single,4028,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5,Christopher Roberts,christopher.roberts@gmail.com,Male
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,2,76,1,1,Research Scientist,4,Divorced,2720,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8,Julia Barnes,julia.barnes@outlook.com,Female
48,No,Travel_Rarely,817,Sales,2,1,Marketing,1,712,2,56,4,2,Sales Executive,2,Married,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2,Mike Mcgee,mike.mcgee@protonmail.com,Male
27,No,Travel_Frequently,1410,Sales,3,1,Medical,1,714,4,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4,Debbie Davis,debbie.davis@yahoo.com,Female
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,Ashley Flores,ashley.flores@gmail.com,Female
50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716,4,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8,Roger Boyer,roger.boyer@gmail.com,Male
34,No,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,4,46,2,3,Healthcare Representative,2,Single,8621,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7,Michael Chavez,michael.chavez@outlook.com,Male
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,65,3,2,Sales Executive,3,Single,4577,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0,Matthew Gross,matthew.gross@gmail.com,Male
39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721,4,80,2,2,Healthcare Representative,3,Single,4553,20978,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10,Lori Thompson,lori.thompson@yahoo.com,Female
32,No,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,55,3,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8,Jessica Mcintyre,jessica.mcintyre@yahoo.com,Female
50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,2,50,3,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3,Brian Howard,brian.howard@yahoo.com,Male
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,33,4,2,Healthcare Representative,4,Single,7625,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8,Mary Fox,mary.fox@yahoo.com,Female
27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,3,68,3,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7,Nancy Parsons,nancy.parsons@yahoo.com,Female
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,3,39,3,3,Research Director,4,Single,11159,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7,Lisa Green,lisa.green@protonmail.com,Female
47,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,42,3,2,Sales Executive,1,Single,4960,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7,Jennifer Hess,jennifer.hess@outlook.com,Female
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,1,729,4,48,2,3,Sales Executive,1,Married,10475,23772,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12,Linda Roberts,linda.roberts@outlook.com,Female
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,3,59,4,4,Research Director,3,Married,14814,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3,Amber Jefferson,amber.jefferson@protonmail.com,Female
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,2,73,2,5,Manager,4,Divorced,19141,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6,Tara Duncan,tara.duncan@protonmail.com,Female
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,1,84,3,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2,Gary Gross,gary.gross@yahoo.com,Male
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,4,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7,Douglas Wyatt,douglas.wyatt@gmail.com,Male
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734,4,59,2,5,Manager,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10,Lauren Castillo,lauren.castillo@protonmail.com,Female
50,No,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,54,3,1,Sales Representative,2,Married,3875,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2,Sherry Long,sherry.long@outlook.com,Female
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,67,1,1,Research Scientist,2,Single,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7,Lisa Gross,lisa.gross@gmail.com,Female
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,63,4,3,Research Director,1,Married,11713,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5,Isaac White,isaac.white@outlook.com,Male
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,743,3,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0,Joe Schultz,joe.schultz@outlook.com,Male
44,No,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,49,1,1,Laboratory Technician,3,Single,3708,2104,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4,Robert Holloway,robert.holloway@outlook.com,Male
47,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13,Vanessa Gonzalez,vanessa.gonzalez@gmail.com,Female
30,No,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,99,3,2,Sales Executive,4,Divorced,5304,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7,Jeff Rose,jeff.rose@yahoo.com,Male
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,3,99,3,1,Sales Representative,3,Single,2642,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0,Darlene Bryan,darlene.bryan@outlook.com,Female
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,3,57,4,1,Research Scientist,3,Divorced,2759,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2,Joyce Lewis,joyce.lewis@outlook.com,Female
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,4,47,2,2,Sales Executive,4,Married,6804,23683,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2,Jaime Hayes,jaime.hayes@protonmail.com,Female
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,2,96,3,2,Healthcare Representative,3,Single,6142,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3,Matthew Barton,matthew.barton@gmail.com,Male
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,2,37,3,1,Laboratory Technician,1,Married,2500,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2,Keith Webb,keith.webb@outlook.com,Male
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,3,44,4,2,Human Resources,2,Married,6389,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6,Rodney Pierce,rodney.pierce@protonmail.com,Male
56,No,Travel_Rarely,832,Research & Development,9,3,Medical,1,762,3,81,3,4,Healthcare Representative,4,Married,11103,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1,Terri Brown PhD,terri.brown.phd@yahoo.com,Female
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,1,763,4,86,2,1,Research Scientist,4,Single,2342,22929,0,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3,Jessica Watson,jessica.watson@protonmail.com,Female
27,No,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,4,55,2,2,Healthcare Representative,1,Single,6811,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7,David Diaz,david.diaz@yahoo.com,Male
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,4,83,3,1,Sales Representative,2,Divorced,2297,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2,Pamela Trevino,pamela.trevino@yahoo.com,Female
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,769,4,86,3,2,Laboratory Technician,4,Single,2450,10919,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2,Bethany Hood,bethany.hood@yahoo.com,Female
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,4,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0,Gary Molina,gary.molina@protonmail.com,Male
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,1,80,3,2,Laboratory Technician,4,Married,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7,Andrea Cole,andrea.cole@outlook.com,Female
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,4,92,3,1,Research Scientist,3,Married,3057,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1,Devin Leonard DVM,devin.leonard.dvm@outlook.com,Male
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,2,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0,William Hill,william.hill@outlook.com,Male
52,No,Travel_Rarely,621,Sales,3,4,Marketing,1,776,3,31,2,4,Manager,1,Married,16856,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16,Daniel Wilson,daniel.wilson@gmail.com,Male
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,780,4,63,3,1,Research Scientist,4,Single,2686,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8,Mario Hickman,mario.hickman@yahoo.com,Male
25,No,Travel_Rarely,883,Sales,26,1,Medical,1,781,3,32,3,2,Sales Executive,4,Single,6180,22807,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4,Taylor Leonard,taylor.leonard@gmail.com,Female
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,2,46,1,2,Sales Representative,3,Single,6632,12388,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1,Richard Flores,richard.flores@protonmail.com,Male
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,784,1,79,4,1,Research Scientist,3,Single,3505,19630,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2,Vanessa Jackson,vanessa.jackson@gmail.com,Female
